user_id,duration,time_normalized
39,0.031772436477470065,0.6733027314407385
171,0.0155816906128586,0.6733238257924531
128,0.04982074881300372,0.6733408188003633
145,0.028557603746221707,0.6733438595604102
352,0.01601117033620524,0.673344942617619
31,0.01839735727666474,0.6733486603272083
157,0.011997961582217241,0.6733606730816589
315,0.011840369282559543,0.6733660666039111
273,0.006015273226931153,0.6733763383287408
171,0.015582891642746446,0.673376454747139
339,0.00818698983950583,0.6734534647081222
307,0.03245617482754012,0.6734858172811004
188,0.02255308570687505,0.6734928629195625
193,0.00866850256452799,0.6734953235973602
200,0.007731517243370589,0.6735163854256365
238,0.006631671201219042,0.6735271926363674
103,0.01735591389445196,0.6735393971439345
88,0.005158782176414761,0.6735403319824919
300,0.0062896756028844964,0.6735523182177022
97,0.016565610891607067,0.6735572015518695
315,0.011843785454384031,0.6735707532575845
374,0.0060029476408808785,0.6735757528787797
138,0.00733844263917771,0.6735874297998609
99,0.02290238411789872,0.6735950529974831
142,0.015815193351785987,0.6735977839608172
206,0.019064126408746287,0.6736005004628621
56,0.024410008342596247,0.6736324066514017
39,0.031790146822896215,0.6736397872998074
319,0.015457250464006313,0.6736475355709288
81,0.008553776033171905,0.6736726096786163
28,0.020606908647885558,0.6736846484321493
175,0.007139609369249802,0.6736918671387576
221,0.023693262666744163,0.6736959539288636
158,0.012390289559917566,0.6737029772606167
9,0.008212226500790842,0.6737203593537114
242,0.01370102518161354,0.6737238711022038
75,0.007613359866365834,0.6737393110146316
193,0.00867155835976389,0.6737456789146788
264,0.008329765214298691,0.673751134871005
209,0.03074280812311306,0.6737674085783414
234,0.00771959514710123,0.6737770039550837
179,0.010844319927312076,0.6737845881113173
180,0.028187297814705112,0.6737935509972462
219,0.01076048287786004,0.6738095917084475
326,0.008220962187263372,0.6738188570562913
292,0.004927687190983357,0.6738404492747029
315,0.01184832639114388,0.6738427424383328
315,0.011848719196573295,0.6738663051939435
129,0.01733330781635906,0.6738789648518411
279,0.01723006432718275,0.6738864447960102
234,0.007720741078982794,0.6738877026379398
211,0.008002797753531509,0.6738882355923042
353,0.01804939807000136,0.6739033202298755
293,0.02422036557930201,0.67392670167252
104,0.008143227040721278,0.6739366059758735
133,0.04748886696652453,0.673949363018668
183,0.006298006810664275,0.673954053403332
280,0.008778817982383405,0.6739636192801647
41,0.012122023178590652,0.6739668201017679
162,0.014783657536101709,0.6739726421288812
51,0.00825312015247362,0.6740252289670727
219,0.010763926324118728,0.6740254841893527
168,0.02222836562478834,0.6740385312140815
150,0.008115303861994463,0.674042030995874
149,0.008297839800234795,0.6740544294858464
130,0.01398738924963645,0.6740564567864157
118,0.03393493176167592,0.6740625434455221
241,0.007257687948677219,0.6740699649648105
311,0.007581416376774284,0.6740707597295568
51,0.008253764539370715,0.6740805464433686
158,0.01239783578060287,0.6740943911326036
371,0.00948146529597658,0.6740992233122878
121,0.035497878618617716,0.6741003951299136
80,0.005816237867323001,0.6741069989671068
238,0.006637557889563611,0.6741088868115317
137,0.007337446267727822,0.6741240442844758
217,0.010120127335014491,0.6741365355561049
200,0.007738909340552622,0.6741562019386165
322,0.008303732356430994,0.6741887569633593
350,0.011604347832777395,0.6741908786581882
268,0.0313200213803158,0.6742090255391667
65,0.006975135793998818,0.6742159748436862
271,0.0061896596703950825,0.674222155243294
146,0.0065949828317763215,0.6742270875115048
365,0.008369354596861788,0.6742331444002532
220,0.02792680470014741,0.6742404014047148
18,0.014042352035142121,0.6742577046058791
200,0.007740119984543556,0.6742609998482185
174,0.03220038840542825,0.6742780155377146
323,0.051792231605418536,0.6743109337221186
344,0.00688755908234687,0.6743253713147883
311,0.007584197000644086,0.6743392949454822
333,0.043558390674788484,0.6743527375390619
314,0.005776886489471059,0.6743582203113733
240,0.04727682336147882,0.6743598330040989
20,0.035198160087016366,0.6743618530107951
180,0.028212913333900382,0.6743694161636474
55,0.009877313289627852,0.6743820794384534
276,0.013756367351721522,0.6743918932917878
152,0.007818306206207626,0.6743943629178152
20,0.03520168120852082,0.6744267998857465
141,0.01969593847580856,0.6744351362443409
130,0.013994999268673943,0.6744370607534791
156,0.0077635809514429045,0.6744382342383818
322,0.008306792502267433,0.6744403884688013
200,0.007742358737131133,0.6744548254793346
270,0.006662676157035811,0.6744764524327913
322,0.008307517364840053,0.6744996372233659
134,0.03729244540466311,0.6744997175626033
202,0.007167058073012613,0.6745251807940442
52,0.019007784342035417,0.674543960879193
245,0.015443885779142796,0.6745451486480241
221,0.0237266204892451,0.6745565881630191
133,0.04753599926674306,0.6745673946353601
168,0.022244881100848848,0.6745913735934648
81,0.008565564514813094,0.6746244041699727
39,0.03184196472317767,0.674625842424577
300,0.0062996227400814895,0.6746492569204618
30,0.03641009458581075,0.6746520820841877
104,0.008151963482514272,0.674654927487213
200,0.0077447729168188,0.6746636540231401
160,0.026404457931555245,0.674684941538741
30,0.03641199601169513,0.6746871113244036
231,0.008167897370837089,0.6746958132304329
200,0.0077452397709433796,0.6747042589192791
151,0.008847532197394542,0.6747242123360753
7,0.021205110183963632,0.6747289735593313
171,0.015613912060250491,0.6747355712137028
137,0.007344486623136246,0.6747431351576032
51,0.008261521462008314,0.6747489495930301
314,0.005780313793302485,0.6747518940961561
309,0.018372584935473696,0.6747627257732279
18,0.014052995989378463,0.6747706173403423
185,0.007069002976702002,0.6747786534077236
169,0.00811657216980872,0.6747871101304681
290,0.03307889646429989,0.6747887160534161
200,0.007746271896849888,0.6747935767761762
200,0.007746404265680109,0.6748049651939482
97,0.016594827811317173,0.6748107895719611
151,0.008848718510538443,0.6748214777912345
8,0.0064670132605934,0.6748256256878689
326,0.008233232194292686,0.6748258624683353
301,0.01764436023673971,0.6748423915763829
10,0.006895562449106421,0.6748481298064991
22,0.013294582621243237,0.6748516801052202
97,0.016596117193186433,0.6748661061086164
0,0.02833691521116453,0.6748669012425258
83,0.005876803600681,0.6748889446092727
315,0.011865872295235634,0.6748941326957858
188,0.02259829961213842,0.6748969636521499
365,0.008377477981176619,0.6748996633316334
74,0.016330072079215403,0.674903452508702
305,0.016502262418777502,0.6749162307322398
262,0.00878613528154892,0.6749184648928662
90,0.008404113367905553,0.6749192353798565
270,0.006667304601564728,0.6749325538525655
236,0.00521176983538852,0.6749527870785917
356,0.006428605788253414,0.6749712345695902
290,0.03308825163481918,0.6749819495154817
171,0.015619640589750947,0.6749865658316465
115,0.006817462958051282,0.6749888292189545
234,0.007732353207440444,0.6750099878285143
134,0.03732116186763555,0.6750263238187875
18,0.014058663049132437,0.6750437026101803
261,0.006028798754590797,0.6750546230750601
241,0.007268188435240574,0.6750593409703731
119,0.008946808906843481,0.6750742373198997
172,0.008755505725969809,0.6750765949739552
228,0.016682007387378003,0.6750803676017781
97,0.016601377278645704,0.6750918038182483
304,0.01045378597247242,0.6751136599292574
175,0.007154290988008068,0.6751152549362577
185,0.007072593808586288,0.6751264239205709
317,0.007829207011456778,0.6751350910283793
170,0.01451826660553944,0.6751624350629504
200,0.00775065849755379,0.6751731323946786
343,0.0095476442669268,0.6751785165108868
290,0.0330979635636025,0.6751824229940586
112,0.006862808651968897,0.6752016880502718
336,0.02944670695420587,0.6752566030804921
99,0.0229572146543853,0.6752587473317001
225,0.011501339318224748,0.6752668862360474
115,0.006820320349449214,0.6752673830891999
37,0.013509718035069628,0.6752880924214234
312,0.006205382606802788,0.6752994902542198
275,0.008287629904127663,0.6753005278776198
75,0.007631801615794793,0.6753084489166356
332,0.00536034636024685,0.6753127264139258
18,0.01406440144682233,0.6753202255249926
65,0.006986533561533566,0.6753243478010461
326,0.00823936806340845,0.6753294727955569
158,0.012421754094998207,0.6753347637817793
343,0.009549662827609344,0.6753363780288006
201,0.02524336315734129,0.6753583954645498
205,0.013964496237139249,0.6753634540749116
28,0.02066225019144926,0.6753646455074449
134,0.03734003284290131,0.6753724227691081
287,0.00836732117801235,0.6753761848526848
245,0.015462738142659638,0.6753774382016404
198,0.006189761711793616,0.6753909709238479
146,0.0066067605897663926,0.6753940625686019
242,0.013735772131471502,0.6754087064283636
327,0.015573110326639737,0.6754151021502646
206,0.019113920523983058,0.6754157215546566
40,0.054559331721600254,0.6754164447542308
200,0.007753537290191837,0.6754223974698891
48,0.02502152164230941,0.6754254583848966
59,0.005741507303585777,0.6754371608642874
156,0.007775586080888044,0.6754375048167393
367,0.00820990353794988,0.6754423045237627
219,0.010786657165508171,0.6754502660275319
330,0.013873842157764202,0.6754582282432022
123,0.017422727794353637,0.6754676851233528
58,0.006612460169193175,0.6754832103406488
334,0.016141090566580828,0.6754975086069476
285,0.031189412538211538,0.6755064591649738
31,0.0184530245045072,0.6755459948871159
152,0.007832221329432993,0.6755502597795788
343,0.009552427419066877,0.6755520778026531
115,0.006823333692979456,0.6755607694728885
141,0.019731643081798343,0.6755701346253177
41,0.012148832295041082,0.6755715508755176
271,0.006201817790258515,0.6755921477472577
55,0.009892864302583107,0.6756058120242798
89,0.013135340054159032,0.6756059596650219
205,0.013968437976855734,0.6756124186548259
37,0.01351639418014702,0.6756140461849939
192,0.011488570100472538,0.6756173305850213
90,0.008412642893434028,0.6756198514351244
53,0.0,0.6756255573723552
270,0.006674345273266401,0.6756263636928337
200,0.0077567978464936575,0.6757046427544522
9,0.008236448286898847,0.6757104756574951
71,0.014339275119222691,0.675714511273287
254,0.010576411485872694,0.675721470710613
187,0.01648203620875285,0.6757456041293308
300,0.006309595226108104,0.6757489910116561
37,0.013519250279525344,0.6757534913783957
65,0.006990969460626965,0.6757559743719026
53,0.0027882336539802035,0.6757749938210922
371,0.009502878765439577,0.6757796698847163
315,0.011880849262204837,0.6757914752805518
225,0.011507965808407343,0.6757949429403769
112,0.006868948607186121,0.6757996277853584
164,0.005173090584965713,0.6758011102937078
227,0.006088825583933535,0.6758013506776899
152,0.007835535100400404,0.6758255270122003
116,0.008994002205718119,0.6758270776964979
304,0.010463674517107429,0.6758535888872614
9,0.00823819307864772,0.6758538316631446
10,0.006906015897170312,0.6758655691773909
336,0.02947442962386211,0.675869979859148
100,0.008583708888725467,0.6758738067228649
219,0.010793765087777577,0.6758958171644898
202,0.0071813561973883,0.6759154665021174
205,0.013973289800979522,0.6759188798566317
253,0.005950300569455542,0.6759274863469149
197,0.009429587380927938,0.6759353038127399
234,0.007742005384891203,0.6759427538887146
326,0.008247566478516525,0.6760023056441998
254,0.010581145708696943,0.6760029143651518
183,0.006316307004579296,0.6760064458580743
198,0.00619498745684522,0.6760090628100353
214,0.017049184457196918,0.6760250357530663
313,0.007004018484068168,0.6760411927263443
151,0.008863666649155258,0.6760465486687801
231,0.0081843495340369,0.6760477669868263
192,0.0114970949659205,0.6760977113582095
58,0.006618664417392682,0.676106747289769
315,0.011886306717239493,0.6761184795247749
93,0.006775906506142839,0.6761382807193979
120,0.0061222727818239855,0.6761520062051509
365,0.008392818072515011,0.6761583088529926
10,0.006909128331046805,0.6761685039359401
241,0.007279988617807564,0.6761711521469524
336,0.029488101085687925,0.6761725216145832
344,0.006906549818253962,0.6761795051286734
193,0.008701283479490842,0.6761809997418563
162,0.0148269205583013,0.6761818207905154
179,0.01088627361939168,0.6762010578532046
209,0.030854713072842342,0.6762144978896706
375,0.008052642044670176,0.6762189312504309
245,0.015481993164511413,0.6762275568721875
63,0.004767095325118866,0.6762441578902058
102,0.021763226353728425,0.676278053017543
291,0.008103227253128724,0.6762981736693054
234,0.007745683741258423,0.6762984925951655
194,0.05139340467048433,0.6763065072335098
152,0.00784139689101063,0.6763124522992381
269,0.008260668666011165,0.6763340024803968
373,0.017463658366864938,0.6763523527799334
245,0.015484966367812068,0.6763587581610949
104,0.008172696968081011,0.6763592584627837
215,0.017302739229589588,0.6763762995623079
217,0.010148877435819038,0.6763871919302011
329,0.016687131062882738,0.6763876904328332
201,0.02528268617479592,0.6764019697586292
270,0.006682367845995034,0.6764169331355292
58,0.006621893165098585,0.6764312432434472
123,0.017447349845377366,0.6764331395878421
21,0.002648821971281193,0.6764423381209635
324,0.008197032026245808,0.6764468046384863
124,0.006488218426520588,0.6764670483295102
152,0.007843317022313294,0.6764719531323227
348,0.005075151367405854,0.6764786671523682
58,0.006622419067648696,0.6764841335365727
132,0.03638480073721287,0.6764858622590106
125,0.0,0.6764904931632825
164,0.005178380931234701,0.6764921896407071
225,0.01151676332816904,0.6764957198313494
21,0.0,0.6764976162512064
51,0.008281869229664004,0.6765017144742188
21,0.0,0.6765075588947669
